name|score|coords
Buck Creek|5.6298181916e-05|40.48781, -86.7614,
Town of Morrisville|5.6298181916e-05|35.81595, -78.84064,
Zaliv Odoptu|5.6298181916e-05|53.40436, 143.11771,
South Fork White River|0.000104057353644|39.97303, -107.6384,
Callao|5.6298181916e-05|-12.05659, -77.11814,
Chemult|5.6298181916e-05|43.21652, -121.7828,
Hungary|0.00325829835286|47.0, 20.0,
Piankatank River Golf Club|5.6298181916e-05|37.55567, -76.47885,
Saint Croix|5.6298181916e-05|17.72751, -64.74698,
City of Milledgeville|5.6298181916e-05|33.08735, -83.24141,
City of Pitts|5.6298181916e-05|31.94618, -83.54176,
Torrepalazzo I.P.|5.6298181916e-05|41.19476, 14.73634,
Landry|5.6298181916e-05|45.57111, 6.74056,
Khirbat ‘Uş‘uş|5.6298181916e-05|32.45683, 35.73206,
Burgundy Village|5.6298181916e-05|38.79872, -77.08748,
Lake Powell|0.000104057353644|37.03654, -111.3533,
St. John's|0.000148593529336|47.56494, -52.70931,
Choquette|5.6298181916e-05|47.83345, -75.19921,
Fulton County|0.000271570028108|33.79025, -84.46702,
Martinson|0.000104057353644|49.91643, -121.45257,
Varadero|5.6298181916e-05|23.15678, -81.24441,
Newtown Cunningham|5.6298181916e-05|54.99639, -7.51917,
Carlisle County|0.000148593529336|36.85322, -88.97106,
Galicia|5.6298181916e-05|42.75508, -7.86621,
Democratic People’s Republic of Korea|0.00108953268149|40.0, 127.0,
Emden|5.6298181916e-05|53.36745, 7.20778,
Maine Coast Artists Gallery|5.6298181916e-05|44.18702, -69.07143,
Tateyama|5.6298181916e-05|34.98333, 139.86667,
Republic of Zimbabwe|0.00155775149133|-19.0, 29.75,
San Leandro|5.6298181916e-05|37.72493, -122.15608,
Hampton Inn Dallas-Ft. Worth Airport South|5.6298181916e-05|32.83604, -97.01268,
Cambridge Bay|0.000104057353644|69.11489, -105.05484,
Poznan|0.000191036686912|41.51977, -81.63374,
Western Nebraska Regional Airport|5.6298181916e-05|41.87413, -103.6005,
Nairobi|0.000660394554393|-1.28333, 36.81667,
Northway|5.6298181916e-05|52.0059, -2.11617,
Ciudad Sabinas|5.6298181916e-05|27.85591, -101.11738,
Satu Nou|0.000104057353644|46.62758, 27.23861,
Volland|5.6298181916e-05|38.94445, -96.40444,
Kotzebue|0.000819689549884|66.89846, -162.59809,
City of South Bay|0.000104057353644|26.6783, -80.72674,
Savusavu Bay|0.000104057353644|-16.75, 179.25,
Saigon|5.6298181916e-05|14.26667, 21.13333,
Kingsville|5.6298181916e-05|27.51587, -97.85611,
Hinze|0.000104057353644|33.03291, -89.27035,
Presbyterian Church of East Africa High School and Pre-School|0.000271570028108|-1.31744, 36.79733,
Aquarius Beach Hotel|5.6298181916e-05|34.70278, 33.10857,
Klamath County|0.000104057353644|42.68634, -121.65013,
Winnipeg|0.000231923490435|49.8844, -97.14704,
Fort Myers|0.000148593529336|26.62168, -81.84059,
City of Morenci|0.000191036686912|41.7227, -84.21683,
Laser Night Club|0.000104057353644|31.32889, -109.50722,
Mizushima|0.000231923490435|34.53333, 133.73333,
Mankato|0.000347917333072|44.15906, -94.00915,
Mayaguez Zoo|5.6298181916e-05|18.21384, -67.13101,
Texas Parks and Wildlife Department Law Enforcement Division|0.000384877538772|30.0401, -99.14565,
Mekong Delta|5.6298181916e-05|10.33333, 106.66667,
City of Harrisville|0.000148593529336|41.28545, -111.98603,
Woodbury County|5.6298181916e-05|42.38972, -96.04477,
Earley|5.6298181916e-05|51.44085, -0.92384,
Ingleside|5.6298181916e-05|27.8778, -97.21166,
Yankton County|0.000231923490435|43.00897, -97.39475,
Village of Cobalt|5.6298181916e-05|37.54548, -90.28759,
Absecon|5.6298181916e-05|39.42845, -74.49571,
Cochetopa Creek Mine|5.6298181916e-05|38.30555, -106.77337,
Ibaraki|0.000271570028108|36.3, 140.31667,
Deep River|5.6298181916e-05|46.10012, -77.49949,
Groveland|5.6298181916e-05|28.55805, -81.85119,
Eastern Europe|0.00648378667047|51.72703, 28.38867,
West Virginia University Institute of Technology Campus Police|5.6298181916e-05|38.17937, -81.32479,
San Luis Río Colorado|0.000560597249542|32.45612, -114.77186,
City of Persia|0.000104057353644|41.57859, -95.57041,
Ban Paklung|0.000104057353644|19.86483, 102.03794,
Larimer County|5.6298181916e-05|40.66641, -105.46116,
Bridgton|5.6298181916e-05|44.05479, -70.71284,
WIC Clinic|5.6298181916e-05|47.05831, -109.44379,
Pingdu|5.6298181916e-05|27.3863, 114.61018,
Poston|5.6298181916e-05|33.99057, -114.39634,
Moffett Field Naval Air Station (historical)|0.000191036686912|37.415, -122.04806,
Dadu|0.000231923490435|26.73287, 67.77631,
Chatham Island|5.6298181916e-05|-43.81, -176.45722,
Bushehr|5.6298181916e-05|28.75, 51.5,
Kansas|0.00241363324291|38.50029, -98.50063,
North Pelham|5.6298181916e-05|43.06127, -79.35098,
Hardin County|0.000231923490435|37.69792, -85.96337,
Malaya Vishera|0.000104057353644|58.84538, 32.22218,
Ay-Tamga|5.6298181916e-05|40.25066, 72.72255,
Custer County|0.000104057353644|46.2527, -105.57178,
Kirtland Air Force Base|0.000104057353644|35.03761, -106.61262,
West Tremont|5.6298181916e-05|44.26286, -68.39057,
Redlands|0.000148593529336|34.05557, -117.18254,
Bắc Giang|0.000104057353644|21.27307, 106.1946,
Uceta Gardens|5.6298181916e-05|27.9641, -82.3823,
George South Mine|0.000104057353644|-32.15399, 140.26128,
Chanute|5.6298181916e-05|37.67921, -95.4572,
Okla|0.00042115192993|10.33967, -73.36848,
Ḩaīratān|5.6298181916e-05|37.2214, 67.4241,
El Paso County|0.00120395386813|31.76855, -106.23483,
Old Crow Airport|0.000191036686912|67.57056, -139.83917,
Limburg a.d. Lahn, Kreisstadt|0.000491905995088|50.38296, 8.06114,
Lake Isabella|5.6298181916e-05|35.61801, -118.47314,
Borough of Hellertown|0.000310185160429|40.58112, -75.33786,
McKenzie River Park|5.6298181916e-05|44.15735, -122.3359,
Bellwood|5.6298181916e-05|41.88142, -87.88312,
Fortitude Valley|0.000104057353644|-27.45706, 153.03178,
San Juan|0.00097192346861|18.46633, -66.10572,
Discovery Reef|5.6298181916e-05|16.23333, 111.68333,
Galand Rūd|5.6298181916e-05|36.44555, 51.90733,
Republic of Tunisia|0.00168766820693|34.0, 9.0,
Key West|0.000456809330976|24.55524, -81.78163,
Cree|0.000104057353644|49.21102, -84.70876,
Parish of Trelawny|0.000104057353644|18.38333, -77.63333,
Republic of Suriname|0.000725071041409|4.0, -56.0,
Echavarría|5.6298181916e-05|25.95833, -98.20833,
Zaandam|5.6298181916e-05|52.43854, 4.82643,
Republic of Malawi|0.000456809330976|-13.5, 34.0,
Irkutsk|0.000271570028108|52.29778, 104.29639,
Port Phillip|0.000104057353644|-37.85159, 144.96992,
Huerfano County|5.6298181916e-05|37.68468, -104.96058,
Leeds|0.000310185160429|53.79648, -1.54785,
Los Dos Pueblos|5.6298181916e-05|34.4486, -119.93625,
Cassia County|0.000148593529336|42.28387, -113.60037,
Casa Pierina Agriturismo|5.6298181916e-05|45.36652, 10.79984,
Cottonwood County|5.6298181916e-05|44.00711, -95.18115,
Republic of Latvia|0.00161008545819|57.0, 25.0,
Lemon Grove|5.6298181916e-05|32.74255, -117.03142,
West Area Fire Department|5.6298181916e-05|35.12243, -78.90247,
Balmoral|5.6298181916e-05|-33.83333, 151.25,
Nabua|0.000148593529336|13.38333, 123.33333,
Western Visayas|0.000271570028108|11.13, 122.53,
Macondo|5.6298181916e-05|18.58417, -96.1775,
Boyle County|0.000104057353644|37.62433, -84.86681,
Urbanización Quebrada Ancha|0.000191036686912|9.24889, -79.64778,
Plumtree|5.6298181916e-05|52.89038, -1.09875,
Swakopmund|5.6298181916e-05|-22.68333, 14.53333,
Niihau School|5.6298181916e-05|21.90528, -160.20417,
Wye Mills|5.6298181916e-05|38.94122, -76.0805,
Guatemala City|0.000104057353644|14.64072, -90.51327,
Deming|5.6298181916e-05|32.2687, -107.75864,
Larun|0.000104057353644|38.10183, 70.46552,
Cruzado|5.6298181916e-05|-18.70889, 34.64083,
Malaysia|0.00509353999101|2.5, 112.5,
Moraine|0.000148593529336|39.70617, -84.21938,
Mobile County|0.000104057353644|30.68515, -88.19753,
Hanau am Main|5.6298181916e-05|50.13423, 8.91418,
Marlborough|0.000347917333072|-41.66667, 173.5,
Sweetwater County|0.000191036686912|41.6595, -108.87942,
Kathmandu|0.000347917333072|27.70169, 85.3206,
Waterstone|5.6298181916e-05|28.1197, -82.596,
Stonington|5.6298181916e-05|41.33593, -71.9059,
Karara|5.6298181916e-05|-28.20855, 151.56472,
Southwest Region|0.000660394554393|10.5, -3.2,
Chino Valley|5.6298181916e-05|34.75752, -112.45378,
Village of South Amherst|0.000104057353644|41.35146, -82.23935,
Littleton|0.000756913757979|39.61332, -105.01665,
Dolomite|0.000148593529336|36.36116, -87.6578,
Grande-Terre|5.6298181916e-05|16.31754, -61.42873,
Township of Mount Laurel|5.6298181916e-05|39.94836, -74.90469,
Kingdom of Saudi Arabia|0.00360063191714|25.0, 45.0,
Braille and Talking Book Library|0.000104057353644|42.3626, -71.17728,
Wolf River|5.6298181916e-05|36.54174, -84.96022,
Nanakuli Beach Park|5.6298181916e-05|21.38139, -158.14694,
Hôtel Residence MGM Les Alpages de Reberty|5.6298181916e-05|45.31803, 6.54504,
Polynesia|0.000104057353644|-17.6859, -143.87695,
Hajra el Kalla|5.6298181916e-05|34.50846, -4.40823,
Cancún|0.000104057353644|21.17429, -86.84656,
Torres Vedras|0.000104057353644|39.09109, -9.2586,
Wolfe County|0.000231923490435|37.73932, -83.49318,
Highlands County|0.000310185160429|27.3434, -81.34097,
Belém|5.6298181916e-05|-1.45583, -48.50444,
Songkhla|0.000104057353644|7.19882, 100.5951,
City of Russellville|0.000104057353644|35.27613, -93.13847,
Frogs End Airport|5.6298181916e-05|44.36778, -73.15114,
Town of Sophia|5.6298181916e-05|37.70814, -81.24899,
Bogotá|0.000104057353644|4.60971, -74.08175,
Washington, D.C.|0.00534379455394|38.89511, -77.03637,
P.C. Payne Park|0.000310185160429|-33.33113, 115.6502,
Incheon International Airport|0.000104057353644|37.4492, 126.45095,
Ilulissat|0.000191036686912|69.21667, -51.1,
Edgewater|5.6298181916e-05|40.82704, -73.97569,
Perak|0.000271570028108|5.0, 101.0,
Santa Fe|0.000491905995088|35.68698, -105.9378,
Lowe Park|5.6298181916e-05|-34.5485, 150.8512,
Vankarem|5.6298181916e-05|67.84164, -175.83436,
Herberton|5.6298181916e-05|-17.37838, 145.38374,
Barnola|5.6298181916e-05|33.39711, 74.66935,
Kunwarara|5.6298181916e-05|-22.91667, 150.13333,
Gibraltar Mine|5.6298181916e-05|-31.0401, 120.9642,
Feni|0.000231923490435|22.96667, 91.31667,
Gandin|0.000148593529336|45.94417, 12.59303,
Khoza|5.6298181916e-05|42.43722, 44.71861,
San Juancito|5.6298181916e-05|-24.37296, -65.02711,
Kota Tanjung Balai|5.6298181916e-05|2.95833, 99.79167,
Norrköping|0.000104057353644|58.59419, 16.1826,
Koolau|0.000104057353644|20.80924, -156.17615,
Sea Island Indian Reserve 3|5.6298181916e-05|49.19966, -123.20264,
Lexington County|0.000594265389245|33.90233, -81.27219,
Logsdon Valley|5.6298181916e-05|37.26616, -85.96192,
Isla Pluto|0.000104057353644|-52.07707, -74.22612,
Rehoboth Beach|5.6298181916e-05|38.72095, -75.07601,
Nassau|0.000104057353644|25.05823, -77.34306,
Funduq as Salām Suwīs Ūtīl Kāyrū|5.6298181916e-05|30.12368, 31.3482,
City of Redwater|5.6298181916e-05|33.35855, -94.2551,
Kansas City|0.00128790088925|39.09973, -94.57857,
Bridger Jack Mesa|5.6298181916e-05|37.98749, -109.64068,
Deadhorse Hill|0.000191036686912|42.22232, -71.86396,
Ha Tien Township|5.6298181916e-05|10.40138, 104.47002,
Port Aransas|0.000231923490435|27.83392, -97.0611,
Matsuyama|5.6298181916e-05|33.83916, 132.76574,
Bonazza|5.6298181916e-05|44.9252, 10.67729,
Derwent Valley|5.6298181916e-05|-42.80383, 146.5297,
Grey River|5.6298181916e-05|47.58327, -57.09842,
Yorkville|5.6298181916e-05|41.64114, -88.44729,
Sanlihe|5.6298181916e-05|37.341, 116.606,
Huahine – Fare Airport|5.6298181916e-05|-16.6872, -151.022,
Thompson Falls|0.000310185160429|47.59716, -115.34432,
Town of Blue River|5.6298181916e-05|39.4368, -106.04046,
Scappoose|5.6298181916e-05|45.75428, -122.8776,
Gunga|5.6298181916e-05|-6.28333, 14.21667,
Woodhams Quarry|5.6298181916e-05|40.96721, -104.97441,
City of Bloomer|5.6298181916e-05|45.10296, -91.49127,
J.P. Nagar, 3rd Phase|0.000756913757979|12.9073, 77.59987,
Wenshan City|5.6298181916e-05|23.36306, 104.25047,
Canyonlands National Park|0.000148593529336|38.24514, -109.88011,
Belchertown|5.6298181916e-05|42.27704, -72.40092,
Britt, Ont.|5.6298181916e-05|45.8, -80.53333,
Bayou Chaland|5.6298181916e-05|29.74604, -90.07813,
Punta Pesant|5.6298181916e-05|23.13056, -82.34722,
Palmdale|0.000231923490435|34.57943, -118.11646,
Útica|0.000231923490435|5.16977, -74.50134,
San José|0.000756913757979|9.93333, -84.08333,
Canon City|5.6298181916e-05|39.45659, -117.12926,
Ganymede Resort And Spa|0.000104057353644|12.90119, 100.86936,
East Lansing|5.6298181916e-05|42.73698, -84.48387,
Plainview|0.000104057353644|34.18479, -101.70684,
State of Chhattīsgarh|0.000231923490435|21.5, 82.0,
Bellingham|0.000560597249542|48.75955, -122.48822,
Southhampton|5.6298181916e-05|38.59339, -90.29539,
Francisco Javier Moyano|0.000148593529336|-32.75, -68.71667,
Super 8 Motel - Hollywood/L.A. Area|5.6298181916e-05|34.0992, -118.3092,
Egegik Airport|0.000148593529336|58.18618, -157.37484,
Upper Newport Bay Ecological Reserve|0.000104057353644|33.62613, -117.88839,
Ondřejov|5.6298181916e-05|50.38493, 13.08677,
Teknaf|5.6298181916e-05|20.95, 92.24,
Indochina|0.000104057353644|16.0, 107.0,
Nueces County|0.000104057353644|27.73506, -97.51632,
Bulacan|5.6298181916e-05|14.76627, 120.87614,
Coralville|5.6298181916e-05|41.6764, -91.58045,
Uerdingen|5.6298181916e-05|51.35478, 6.63918,
Uruapan|5.6298181916e-05|19.41116, -102.05644,
City of Newburgh|0.000104057353644|41.5037, -74.02047,
Baytown|0.000347917333072|29.7355, -94.97743,
Red River County|0.000231923490435|33.62068, -95.05036,
Sarsia|0.000104057353644|26.98999, 82.57685,
Ferrada|5.6298181916e-05|44.42008, 9.21016,
City of Plattsburg|5.6298181916e-05|39.56445, -94.46151,
Federated States of Micronesia|0.000819689549884|6.924, 158.162,
Super 8 Motel, Bedford DFW Airport West|5.6298181916e-05|32.836, -97.1438,
Cape Charles|0.000104057353644|37.26792, -76.01743,
British Indian Ocean Territory|0.000788448366404|-6.0, 72.0,
Tasman Sea|5.6298181916e-05|-40.0, 160.0,
A.F. Robertson Cunninghame Park|0.000310185160429|-29.7318, 151.7012,
State of Hawaii Aircraft Rescue Fire Fighting - Hilo Station|0.000191036686912|19.71807, -155.04682,
Back Bay|5.6298181916e-05|45.05614, -66.86959,
Lambayeque|5.6298181916e-05|-6.33333, -80.0,
San Francisco International Airport|0.000148593529336|37.61882, -122.3758,
Sítio Carlos Laska|5.6298181916e-05|-25.82614, -48.89079,
Coconut Grove|5.6298181916e-05|25.7126, -80.25699,
Parry Sound|0.000104057353644|45.34732, -80.03527,
Kutch|0.000347917333072|38.91055, -103.8694,
Denver International Airport|5.6298181916e-05|39.85891, -104.67326,
Hyderabad|0.000347917333072|25.39242, 68.37366,
Middle Haddam|5.6298181916e-05|41.55399, -72.55009,
New River|5.6298181916e-05|33.91587, -112.13599,
Kaesong-dong|0.000104057353644|38.30639, 126.90694,
West Coast|0.0018647209457|-42.45658, 171.22081,
Santa Rosa Mountains State Wilderness|5.6298181916e-05|33.39125, -116.30057,
Deadman Dam|5.6298181916e-05|-32.27649, 137.68867,
Deadmans Gulch|5.6298181916e-05|64.41619, -138.98226,
Cartago|0.000231923490435|9.86444, -83.91944,
San Francisco City Hall|5.6298181916e-05|37.7791, -122.41886,
Mahwah|0.000104057353644|41.08871, -74.14376,
Changhang|5.6298181916e-05|35.8875, 113.29611,
Winder|5.6298181916e-05|33.99261, -83.72017,
Carbondale|5.6298181916e-05|41.57369, -75.50185,
Fort Lauderdale|0.000310185160429|26.12231, -80.14338,
Hampton Roads Executive Airport|0.000104057353644|36.77786, -76.44763,
Ilaga|5.6298181916e-05|-3.95, 137.4,
Baxter B.V.|5.6298181916e-05|52.11504, 5.04925,
Sabah|0.000310185160429|5.5, 117.0,
Olathe|0.000104057353644|38.8814, -94.81913,
Réserve de parc national du Canada Pacific Rim|0.000560597249542|49.06631, -125.66957,
Imperial County|5.6298181916e-05|33.03951, -115.36532,
Pointe-Noire|5.6298181916e-05|-4.77609, 11.86352,
Gove County|0.000191036686912|38.9161, -100.4829,
Koyama|5.6298181916e-05|40.58531, 141.22714,
Emerald Island|5.6298181916e-05|17.86778, -76.31161,
Toksook Bay Airport|0.000310185160429|60.53778, -165.08802,
Ruskin|5.6298181916e-05|27.72086, -82.43315,
Obo River|5.6298181916e-05|57.63288, -126.36995,
Collingswood|5.6298181916e-05|39.91817, -75.07128,
Marmaris|0.000104057353644|36.855, 28.27417,
League City|0.000104057353644|29.50745, -95.09493,
Yaupon Beach|5.6298181916e-05|33.9049, -78.07833,
Kabupaten Banyuwangi|5.6298181916e-05|-8.33333, 114.2,
Ballsh|0.000104057353644|40.59889, 19.73472,
Colgan|5.6298181916e-05|44.02788, -79.84685,
Cascina Locatelli|5.6298181916e-05|45.47641, 8.84531,
Borough of Stratford|0.000148593529336|39.82896, -75.01546,
Tupelo|0.000148593529336|34.25807, -88.70464,
Bentonville|5.6298181916e-05|36.37285, -94.20882,
Leesville|0.000104057353644|31.14352, -93.261,
Termoli|5.6298181916e-05|41.98884, 14.98953,
South Perrott|0.000104057353644|50.85327, -2.74143,
San Gabriel|0.000148593529336|19.71224, -103.75194,
Key Largo|0.000347917333072|25.08652, -80.44728,
Stade|5.6298181916e-05|53.59337, 9.47629,
Cape Lisburne LRRS Airport|5.6298181916e-05|68.87513, -166.11002,
San Carlo Canavese|5.6298181916e-05|45.24455, 7.60572,
Phetchaburi|5.6298181916e-05|13.11189, 99.94467,
Bienfay|0.000104057353644|50.06875, 1.77869,
Lemhi County|5.6298181916e-05|44.94331, -113.93324,
Everglades National Park|5.6298181916e-05|25.37217, -80.88182,
Great Lake Estates|0.000148593529336|32.40626, -90.77927,
Simi Valley|0.000148593529336|34.26945, -118.78148,
Lae|0.000231923490435|-6.72208, 146.98469,
Chur|0.000104057353644|46.84986, 9.53287,
Gattinara|5.6298181916e-05|45.61309, 8.36463,
Miami Gardens|5.6298181916e-05|25.94204, -80.2456,
Borroloola|0.000104057353644|-16.07078, 136.30722,
Juno Beach|5.6298181916e-05|26.87978, -80.05337,
City of Abbott|0.000148593529336|31.884, -97.07406,
Minsk|5.6298181916e-05|53.9, 27.56667,
Almaty|0.000104057353644|43.25654, 76.92848,
Gabonese Republic|0.00103115321201|-1.0, 11.75,
Yakima County|5.6298181916e-05|46.45685, -120.7387,
Swayze Lake|5.6298181916e-05|30.64019, -91.82678,
City of Norfolk|5.6298181916e-05|36.89126, -76.26188,
City of Beverly|0.000310185160429|42.55828, -70.84346,
Warwick Parish|0.000104057353644|32.26583, -64.80722,
Dallas County|0.00111842100627|32.76663, -96.77787,
Bourbeuse River|5.6298181916e-05|38.39922, -90.8893,
San José la Coyotera|5.6298181916e-05|19.51417, -102.39611,
Itäisen Suomenlahden Kansallispuisto|5.6298181916e-05|60.25, 27.0,
Tottori|5.6298181916e-05|35.4, 133.85,
Burano (linea. LN, N, T)|5.6298181916e-05|45.4876, 12.41568,
Zunyi|0.000191036686912|27.68667, 106.90722,
Terra Nova|5.6298181916e-05|-12.38537, -38.61874,
Republic of Mauritius|0.000660394554393|-20.3, 57.58333,
Bengalla|0.000104057353644|12.86853, 75.50238,
Republic of Chile|0.0067039325499|-30.0, -71.0,
Mildred Island|0.000104057353644|37.98631, -121.52301,
Blue Earth County|0.0093826751527|44.03459, -94.06703,
Schmidt|0.000191036686912|50.66192, 6.40892,
Renton|0.000148593529336|47.48288, -122.21707,
Moyale|0.000104057353644|3.5216, 39.05472,
Brunswick Golden Isles Airport|5.6298181916e-05|31.25884, -81.46621,
City of Sky Valley|5.6298181916e-05|34.98406, -83.33136,
Yanbu|0.000148593529336|24.08912, 38.06374,
Jinghong|5.6298181916e-05|21.99102, 100.73409,
Baker Gulch|5.6298181916e-05|35.71893, -105.41501,
San Luis Potosí|0.00042115192993|22.14982, -100.97916,
Mergui District|5.6298181916e-05|12.0, 99.0,
Dutch Harbor|0.000231923490435|53.8898, -166.5422,
Emmert Cemetery|5.6298181916e-05|41.83809, -89.36621,
Charlestown|0.000104057353644|17.13333, -62.61667,
Ocean County|0.000456809330976|39.866, -74.25003,
La Quinta Inn & Suites Ft. Lauderdale-Tamarac|0.000231923490435|26.188, -80.2038,
Saint Christopher Columbite Plate|0.000347917333072|36.52391, -106.03752,
Saint Gregorys Anglican Choir School|5.6298181916e-05|41.87864, -87.66644,
Berdyansk Airport|5.6298181916e-05|46.815, 36.7581,
Oakey|5.6298181916e-05|-27.43305, 151.72063,
Great Heck|5.6298181916e-05|53.6822, -1.10426,
Oakland Park|5.6298181916e-05|26.17231, -80.13199,
Roanoke River National Wildlife Refuge|0.000148593529336|35.94876, -77.1569,
San Andreas|0.00042115192993|38.19603, -120.68049,
Correa|5.6298181916e-05|17.86333, -94.89222,
Salt Pond Pen|0.000104057353644|17.95, -76.93333,
Sutton County|5.6298181916e-05|30.49829, -100.53819,
Village of Chadwick|0.000104057353644|42.01424, -89.88844,
Catanzaro|5.6298181916e-05|38.89079, 16.5987,
Palmares do Sul|5.6298181916e-05|-30.25778, -50.50972,
White Rock Lake Park|5.6298181916e-05|32.85318, -96.72889,
Granby|0.000148593529336|45.40008, -72.73243,
Kenedy County|0.000104057353644|26.92802, -97.63646,
South Haven|5.6298181916e-05|42.40309, -86.27364,
Great Busby|5.6298181916e-05|54.44005, -1.20019,
Koren|0.000104057353644|41.81667, 25.66667,
Bratislava|5.6298181916e-05|48.14816, 17.10674,
Williamson County|5.6298181916e-05|37.73025, -88.92994,
Slayback Camp (historical)|5.6298181916e-05|34.51166, -118.75815,
Skokomish Reservation|5.6298181916e-05|47.33481, -123.15988,
Crone|5.6298181916e-05|45.73741, 10.47503,
Colorado Plateau Historical Marker|0.000660394554393|36.24002, -106.43059,
Puerto Varas|5.6298181916e-05|-41.31946, -72.98538,
Oceana County|0.000310185160429|43.68178, -86.31683,
Chevak Airport|0.000231923490435|61.53706, -165.60272,
Yeongju-si|5.6298181916e-05|36.87459, 128.58631,
Shackleton|5.6298181916e-05|-31.93251, 117.83133,
Newburyport|0.000104057353644|42.81259, -70.87728,
Putah Creek State Wildlife Area|5.6298181916e-05|38.51102, -122.08442,
Wrightwood|0.000104057353644|34.36083, -117.63339,
Pembina River Provincial Park|5.6298181916e-05|53.60014, -115.00213,
Boolaroo|5.6298181916e-05|-32.95, 151.61667,
South Virgin Mountains|5.6298181916e-05|36.25693, -114.19802,
Hartley County|5.6298181916e-05|35.84002, -102.60289,
Paraná|5.6298181916e-05|-31.73197, -60.5238,
Township of Neuse|0.000104057353644|35.21292, -77.64877,
Edwards County|0.000384877538772|38.41653, -88.05327,
Dona Emma|0.000148593529336|-26.97694, -49.81076,
Moina|0.000104057353644|11.79822, -71.52204,
Village of Lyons|0.000104057353644|41.81202, -87.81917,
Kiska|0.000148593529336|58.56333, 23.79389,
Notre-Dame-de-Bondeville|0.000148593529336|49.48833, 1.04833,
Ruona|5.6298181916e-05|31.17019, 100.91299,
Estado de Jalisco|5.6298181916e-05|20.33333, -103.66667,
Wilding|5.6298181916e-05|38.94814, -81.68624,
Mississippi River Delta|5.6298181916e-05|29.16689, -89.25033,
San Pier d'Isonzo|5.6298181916e-05|45.84452, 13.46764,
Shawano County|5.6298181916e-05|44.78915, -88.76544,
La Palme|5.6298181916e-05|42.975, 2.9933,
La Palma|0.000148593529336|8.40608, -78.13964,
Wenzhou|5.6298181916e-05|27.99942, 120.66682,
Hay River|5.6298181916e-05|60.81555, -115.79993,
Bankura|5.6298181916e-05|25.14077, 90.15977,
Dauphin Island|0.000191036686912|30.25548, -88.10972,
Laixi Shi|5.6298181916e-05|36.85444, 120.42389,
Garland County|0.000104057353644|34.57669, -93.15043,
Santa Teresa di Riva|5.6298181916e-05|37.94696, 15.36769,
Oran|0.000104057353644|35.69111, -0.64167,
Yerevan|0.000104057353644|40.18111, 44.51361,
Oldsmar|5.6298181916e-05|28.03418, -82.6651,
Canoga Park|5.6298181916e-05|34.20112, -118.59814,
Lower Saxony|0.000104057353644|52.83333, 9.16667,
Hesterville|5.6298181916e-05|33.16068, -89.65425,
Kalia Lingura|5.6298181916e-05|29.95145, 79.26481,
Paiton|5.6298181916e-05|-7.7148, 113.5146,
Coolidge|5.6298181916e-05|32.97784, -111.51762,
City of Grenora|0.000104057353644|48.6199, -103.93666,
Summer Bay Lang Island Resort|5.6298181916e-05|5.79488, 102.89326,
Udham Singh Nagar|5.6298181916e-05|29.05414, 79.46308,
Kidd Creek School (historical)|0.000148593529336|38.5088, -123.07056,
East Coast Berbice Village District|0.0011471168124|6.3, -57.46667,
Madhya Pradesh|0.000660394554393|23.5, 78.5,
Town of Matoaka|5.6298181916e-05|37.4182, -81.2418,
Marcelo Loya (Las Güeras)|5.6298181916e-05|24.20278, -107.17278,
Ukiah|0.000104057353644|39.15017, -123.20778,
Hall County|5.6298181916e-05|34.53078, -100.68113,
Yuncheng Xian|5.6298181916e-05|35.61972, 115.85556,
Vilanova i la Geltrú|5.6298181916e-05|41.22231, 1.72176,
Western States Number 1 Dam|0.000491905995088|43.3833, -106.24224,
London Heathrow Airport|0.000104057353644|51.47115, -0.45649,
Cape Blanco State Park|5.6298181916e-05|42.83594, -124.54289,
Environ|5.6298181916e-05|52.23338, -107.3173,
Harry Seaton Bridge|0.000104057353644|-30.44077, 121.30532,
Faraday|5.6298181916e-05|45.00012, -77.91621,
Wyndham-East Kimberley|5.6298181916e-05|-15.51291, 126.58779,
Sapulpa|5.6298181916e-05|35.9987, -96.11417,
Chelton|0.000104057353644|46.30013, -63.74872,
Mexico|0.00949686997308|23.0, -102.0,
Yawata|5.6298181916e-05|34.87009, 135.7027,
Kachin State|5.6298181916e-05|26.0, 97.5,
Olema|5.6298181916e-05|20.80528, -77.65846,
Isle of Colonsay|5.6298181916e-05|56.08104, -6.21191,
Hotel Creek|5.6298181916e-05|58.44959, -130.03691,
Ely|5.6298181916e-05|52.39964, 0.26196,
Ogawa|5.6298181916e-05|36.05342, 139.26612,
Batumi|5.6298181916e-05|41.62244, 41.64462,
Shenandoah National Park|0.000148593529336|38.49177, -78.4691,
West Antarctica (or Lesser Antarctica)|0.000911780356448|-80.0, -90.0,
South Porcupine|5.6298181916e-05|48.46686, -81.21651,
Illinois|0.00285826378697|40.00032, -89.25037,
Maitra|5.6298181916e-05|-19.08333, 46.36667,
Central Plains Wind Farm|0.000104057353644|38.5213, -101.15442,
Horst|5.6298181916e-05|52.30833, 5.58194,
Okanogan River Bridge|5.6298181916e-05|48.41067, -119.52657,
Hermiston|5.6298181916e-05|45.84041, -119.28946,
Simferopol|5.6298181916e-05|44.95719, 34.11079,
Baiyin|0.000271570028108|36.54696, 104.17023,
Departamento de Eldorado|0.000148593529336|-26.25, -54.41667,
Derry|5.6298181916e-05|54.9981, -7.30934,
